ID,"Submit Year","Start Year",Title,Description,Institution,Investigators,Discipline
LE110100154,2010,2011,"The World Legal Information Institute European Law Collection: Effective access to European legal information (in English) for Australian researchers.","This project will build the most comprehensive collection of free access English language databases of European legal materials (national and supra-national), and a citator to track citations of European cases, articles etc. This European Law Collection on World Legal Information Institute will improve Australian research in European Law.","University of Technology, Sydney","Dan Svantesson; Prof Andrew S Mowbray; Prof Graham William Greenleaf; Martin Vranken; Prof Ross Grantham; Anne McNaughton; Assoc Prof Steven Freeland; Sadurski Wpkciech; Prof Peter Gillies","legal information system, text retrieval, hypertext, citations, European Law, comparative law."
DP120102764,2011,2012,"Australia's Ocean Microbiome: How the diversity and functionality of microbes influence key oceanographic provinces - DP120102764","Although unseen, microbes underpin the health of our ocean ecosystems. They represent 50-90% of total ocean biomass, regulate ocean chemistry and influence climate. However, we know very little about their composition and function in Australian waters. Our research will close this knowledge-gap by employing; (i) state-of-the-art genomic tools to identify the microbes inhabiting key Australian marine waters and (ii) a suite of innovative physiological measurements to determine how these microbes alter the chemistry of seawater. During a time that climate change is altering Australian marine ecosystems, this data will allow us to define the essential ecosystem services provided by marine microbes and how these may change in the future.","University of Technology, Sydney","Dr Justin R Seymour; Dr Mark V Brown; Dr Levente Bodrossy; Dr Claire Mahaffey",MicrobialOceanographyBacteriaPlankton
LP0989134,2008,2009,"Novel lithium iron based olivine phosphates as cathode materials for the development of new generation power batteries","Global warming and climate change are a serious threat to our society today. We must reduce greenhouse gas emissions by using renewable energy for sustainable development. Battery technology is regarded as one of the green technologies that can be widely used to power vehicles and store energy. This project will develop new generation lithium ion power batteries using novel lithium iron based phosphate cathode materials. The success of the research will provide advanced rechargeable batteries for electric bicycles, electric motorcycles and hybrid electric vehicles, contributing to the reduction of CO2 emissions.","University of Technology, Sydney","Prof Guoxiu Wang; Mr Nick Pappas; Dr David Wexler; Dr Josip Horvat; Prof Chao Zhang; Dr Hyun Soo Kim","Lithium ion batteries, electrochemistry, power batteries, electrode materials, lithium iron phosphate, electric vehicles"
GNT1007613,,2011,"Microparticles and Selective Trait Dominance in Multidrug Resistant Cancers - APP1007613  - GNT1007613",,"University of Technology, Sydney","A/Prof Mary Bebawy; Ms Olivia Parker; Prof Georges Grau",
48223,2008,2009,"International distribution of wealth from Pacific tuna industries: A value-chain analysis of case studies from Pacific Island countries",,"University of Technology, Sydney","Dr Ta-Yuan H Chen; Dr Kathryn M Barclay",
PP10-1741,,2010,"Curriculum Renewal and Interprofessional Health Education: Establishing Capabilities, Outcomes and Standards",,"University of Technology, Sydney","Prof Alison Lee; Ms Adizatu Yunusa; Ms Olivia Parker; Ms Marie Manidis; A/Prof Roger Dunston",
LP100200842R2,2009,2011,"Improving road safety: advanced hybrid vehicle-based technology for monitoring driver drowsiness","Innovative technology geared towards reducing road accidents and fatalities (for improving public health) will constitute major socio economic benefit to Australia. The Australian Transport Safety Bureau notes fatigue as a major cause of road accidents (2006). The World Health Organisation dedicated World Health Day 2004 to road safety and emphasized the importance of combating fatigue ('Road Safety is no Accident'). This research will develop an innovative driver drowsiness detecting technology. With drowsiness attributable to substantial road fatalities, this technology aims to reduce this emotional and socio economic burden on the community, contributing to national and community benefit by providing a safer road environment.","University of Technology, Sydney","A/Prof Saroj Lal; Mr David Burton; Dr Eugene Zilberg; Prof Dr Thomas Penzel",
"NHSIL 1415",,2012,"A Pan Pathogen Diagnostic for COPD",,"University of Technology, Sydney","Prof Ian G Charles; Ms Sandra L Martin; Ms Katharine A Harris",
LP100200435R2,2009,2010,"Remaking practices: Learning to meet the challenge of practice change in primary health care","The improvement of primary health care delivery is an urgent national priority. This research will address the current lack of understanding of the new kinds of professional practices that are required to reshape primary health care in Australia. By focusing on the active role of learning and technology in the new practices, this research will provide theoretical and practical resources that will contribute to the achievement of professional practices that are multidisciplinary, integrated and patient-responsive. The outcomes of this research will benefit health service providers, health practitioners, patients and communities as well as policy makers engaged in the redesign of healthcare services delivery and health systems.","University of Technology, Sydney","Prof Nicole V Solomon; Prof Alison Lee; Prof Toni J Robertson; Dr Roslyn Sorensen; Mr Daniel R Di Francesco; Mr Mark Berlage; TBA Research-Student; Prof Patrick Carmichael; Prof Jill Thistlethwaite; Ms Janet Anderson","workplace learning, primary health care, interprfofessional practice, patient and community engagement, learning and technologies."
RGY0089/2011,2010,2011,"A microfabricated coral to unravel the microbial ecology of coral disease",,"University of Technology, Sydney","Dr Justin R Seymour; A/Prof Roman Stocker; Ms Emma Lees",
"RG 09-02",,2011,"Microparticle-mediated transfer of P-glycoprotein in conferring multidrug resistance in cancer",,"University of Technology, Sydney","A/Prof Mary Bebawy; Ms Olivia Parker",
CRC20110039,2011,2012,"Automotive Australia 2020 CRC (Stage 1 Approved) Stage 2 Approved","AA2020CRC+s research agenda has been set by industry and addresses three of the Roadmap priorities that require complex collaboration, multi-disciplinary research and new human capital: + Program 1: Vehicle Electrification + to position the Australian industry in key elements of the global trend towards electric vehicles (EVs); + Program 2: Gaseous Fuels + to address both technological and social barriers to the uptake of gaseous fuels in cars and trucks; and + Program 3: Clean21 Manufacturing + to make the Australian automotive industry sector cleaner, more efficient and produce greener vehicles and components more competitively.","University of Technology, Sydney","Prof Guoxiu Wang; A/Prof Alison T Ung; Prof Shi Xue Dou; Mr Mark Berlage; Peter Murphy",
ID11-1934,2011,2011,"Enhancing Remote Laboratory Learning Outcomes Through Lesson Plan Integration Within an LMS Framework",,"University of Technology, Sydney","Prof David B Lowe; Mr Patutai T Toki; Ms Cherry Y Siu",
0298181,2010,2011,"Faulty Model Plane Propeller - Injury - David Childs",,"University of Technology, Sydney","Dr Gregory L Heness; Ms Natasha Pearson; Mr Craig A Archer",
0298152,2010,2011,"Expert Opinion in relation to corrosion damage to steel coils which it is believed occurred during an ocean voyage between India and Malaysia",,"University of Technology, Sydney","Dr Robert (Bob) William Jones; Ms Debra Johnson; Geoff Farnsworth",
LE110100143,,2011,"Flexible architecture high performance computing facility for the intersect consortium of New South Wales",,"University of Technology, Sydney","Dr Christopher G Poulton",
DP130100918,2012,2013,"Countering the Cold War: interactions between Australia and India, 1945 - 1975, through the lens of the women's movements","From 1945 to 1975, Cold War hostilities reduced diplomatic communication between Australia and India, despite both remaining in the Commonwealth. Yet relationships between activists in the women's movements of each country actually increased. We investigate how Australian and Indian women activists sustained and expanded their interactions during the Cold War. Their multiple affiliations - as feminists, unionists and peace activists - allows a broader and more nuanced account of how left wing individuals and organisations responded to the Cold War. Understanding these earlier contacts in difficult times offers insights into how best to nurture today's interactions between students, businesses and the cultural industries of both countries.","University of Technology, Sydney","Prof Heather Goodall","history,women,international"
DP1094355,2009,2010,"The role of lifestyle television in transforming culture, citizenship and selfhood: Australia, China, Taiwan, Singapore and India","Television now reaches 97% of the population in China and Indian TV is among the world's fastest growing industries. Despite its dominance as a media form in our region, in Australia we know little about the social and cultural dimensions of television in Asia. By researching lifestyle TV - a genre concerned with promoting new forms of lifestyle and consumption - this project will help us comprehend the shifting cultural, economic and social dynamics of our region, contributing to Research Priority 4. Through engagement with Asian cultures and scholarship, it will also help position Australian media research as relevant both regionally and internationally and will help to inform Australian TV producers of new developments in the region.","University of Technology, Sydney","Prof Wanning Sun; Prof John Sinclair; Dr Francesca Martin; Dr Tania Lewis; A/Prof Ramaswami Harindranath; Ms Cherry Y Siu; Stephanie Marshall Prain",
LP0990949R2,2008,2010,"Investigating the Ability of Honey to Inhibit Bacterial Biofilms Found in Chronic Wounds","Chronic (non-healing) wounds are a serious health problem in Australia. One quarter of our institutionalized aged population have pressure ulcers. The difficulty in treating these wounds is that most contain communities of bacteria, called biofilms, that are not killed by conventional antibiotics. Special honeys from Australia and NZ that are effective in chronic wound treatment can eradicate these biofilms. This project will identify the components in honey that do this and determine how they do it, to provide a more effective chronic wound treatment. It will decrease the prevalence of these wounds in Australia and the associated personal trauma and health costs.","University of Technology, Sydney","Prof Elizabeth Harry; A/Prof Cynthia B Whitchurch; A/Prof Deidre Anne Carter; Dr Lynne Turnbull; Dr Ralf Schlothauer","microbiology, bacteria, biofilms, honey,"
089837,2010,2010,"Connecting the City of Villages: Community Capacity Building in the City of Sydney",,"University of Technology, Sydney","Dr Melissa Edwards; Dr Yvonne Cheng; Ms Olivia Parker",
LE120100170,2011,2012,"Bioaffinity Mass Spectrometry Infrastructure to Identify Small Molecules Binding to Therapeutic Targets",,"University of Technology, Sydney","Prof Ronald James Quinn; A/Prof Sally-Anne Poulsen; Prof Johnson Mak; Prof Ian G Charles; Prof Adam McCluskey; Prof Elizabeth Harry",
LE0989920,2008,2009,"Microbial and Cellular Imaging and Analysis Facility","This facility will provide sophisticated state-of-the-art technologies for high resolution imaging and analysis of microorganisms and their interactions with each other, host cells and the environment. These technologies will also be available for high resolution studies of other biological, environmental and disease processes. Importantly this facility will be housed within PC2 and QAP laboratories providing rare access to these advanced technologies for researchers with these containment requirements such as those studying pathogens (viruses, bacteria, parasites, fungi), GMOs, and exotic species. This facility will also develop and implement cutting-edge technologies for high resolution biological imaging and analysis.","University of Technology, Sydney","A/Prof Cynthia B Whitchurch; Prof Elizabeth Harry; Prof Matthew R Phillips; A/Prof Michael J Ford; Prof John P Dalton; Prof Peter J Ralph; Dr Martina A Doblin; Prof Nicholas C Smith; Dr Neville Firth; Prof Jill Trewhella; Guy Christopher Cox; A/Prof Filip Celesta Pierre Braet; A/Prof Deidre Anne Carter; Dr Timothy Peter Newsome; Prof Nicholas Edward Dixon; Prof Mark Walker; Dr Jason S Mackenzie; Dr Eric Hanssen; Dr Leann M Tilley; A/Prof Johnson Mak; Dr Robyn Maree Murphy; Mr Michael Ryan; Prof Dimitrie George Stephenson; Prof David Laurence Vaux; A/Prof Caixian Tang; Prof Paul Robert Fisher; Dr Anthony Richard Gendall; A/Prof Sheila Gillard Crewther; Dr Trevor Alexander Smith; Prof Roy Robins-Browne; Prof Elizabeth Hartland; Ms Helen E Thomson","Wide field Fluorescence Microscopy, Electron Microscopy, Infectious Diseases, Cell biology, Ultrastructural analysis, Macromolecular assemblies,"
APP1024872,2011,2012,"Impact on Caesarean Rates following injections of Sterile Water (ICARIS) - A randomised controlled trial (ACU- administered)",,"University of Technology, Sydney","Ms Susan V Kildea; Prof Caroline S Homer",
LP120100566,2011,2012,"Mining Complex Concurrency Relationship Patterns for Dynamic Customer/Asset Interaction Modeling through Novel Industrial Behavior Networks","Understanding customer behaviors and correlations between customers and assets are key factors for success of Business Intelligence (BI) models. With the advancement of communication, network technologies, and the global markets, major businesses are facing the challenges of understanding complex and evolutionary patterns of their customers. This project aims to transform existing tabular-based data-mining BI models to content and behavior interaction based models. As a result, the new BI models can not only consider rich content and interaction information between customers and assets, but also factor in issues, such as season, policy, and events, for supporting faster, more accurate and efficient business decision-making.","University of Technology, Sydney","Prof Chengqi Zhang; Prof Longbing Cao; Dr Ling Chen; David Wisener; Donald Halloran; Alan Wang; Cameron Monk","data mining and machine learning;business intelligence;behavior modeling and interaction analysis"
DE120102589,2011,2012,"Monetary Policy and Models of Money, Credit and Banking","The project aims to develop models with money and credit to understand the fundamental functions of credit, the effects of credit on the aggregate economy, and the effects of credit on monetary policy in a general equilibrium framework. The results from the project contribute to modern monetary theory and policy analysis. Theoretically, the project extensively explores models that allow for the coexistence of money and credit with explicit pricing frictions and financial frictions. Quantitatively, the project assesses how credit affects money demand, aggregate output and social welfare. In addition, the general equilibrium models provide a convenient framework for monetary policy analysis.","University of Technology, Sydney","Mei Dong","Money;Credit;Monetary Policy"
MDB42,2010,2010,"Collecting oral histories and engaging recreational fishers within the basin",,"University of Technology, Sydney","Prof Heather Goodall; Dr Jodie Elizabeth Frawley; Dr Yvonne Cheng; Ms Olivia Parker",
LE0989083,2008,2010,"Australian Social Science Data Archive:  Provision of Advanced Research Infrastructure and Collaborative Environment","ASSDA supports researchers in a wide range of social science and humanities disciplines. These researchers are both primary and secondary users of data collected across a range of economics, social, political and cultural areas. Increasingly, complex public policy problems require multi-disciplinary solutions based on a range of data sources to address these problems. This proposal provides a means for Australia's leading edge researchers to advance the knowledge base that can lead to the development of strong evidence based policy. The open access policies of ASSDA ensures that the general public,  media, NGOs and government agencies are able to examine the public use data sets that are used by researches to arrive at their conclusions.","University of Technology, Sydney","Dr Alex Byrne; Prof Andrew H Jakubowicz; Prof Nicholas M Nakata; Prof Larissa Y Behrendt; Ms Adizatu Yunusa","Social statistics; crime and security; indigenous studies; eResearch; social well being; social and political change"
1011-0749,,2010,"National Food Waste Assessment",,"University of Technology, Sydney","Miss Dana J Cordell; Ms Kim Warburton",
2026546,,2012,"Marine and Coastal Carbon Biogeochemistry Cluster",,"University of Technology, Sydney","Prof Peter J Ralph; Prof Carlos Duarte; Mr Mark Berlage; Ms Sandra L Martin; Ms Katharine A Harris",
298255,2011,2012,"Tensile and residual stress testing of crane strut sample from Favelle",,"University of Technology, Sydney","Ms Debra Johnson; Dr Gregory L Heness; Mr Michael Prior",
DP1093344,2009,2011,"Financial Crises, volatility and sovereign ratings: Do ratings really matter when they are needed most?","The stability of Australian financial markets during the Asian financial crisis is a major economic success story.   Subsequently, an important policy objective has been in enhancing the capacity of the financial infrastructure in   regional financial markets to reduce their exposure to such crises. Recent financial market turmoil dramatically   underscores the need to better understand the full myriad of factors that feed into this challenging concern. One   critical area of debate is whether or not rating agencies play a calming role. This project will deliver insights that   aid development of the financial infrastructure to cope better with such crises and retain investor confidence.","University of Technology, Sydney","Prof Robert Darren Brooks; Prof Robert William Faff; Prof Sirimon Treepongkaruna; A/Prof Eliza Wu; Ms Susan Parker",
LP110100441,2010,2011,"Maximising the potential of Australia's language resources: Exploring and developing languages across sectors, schools and communities","Australia is resource-rich in languages; this project will explore strategies to co-ordinate and develop these resources across schools and communities. It is the first to take an in-depth focus on key urban and regional sites, identifying how resources can be matched with more effective provisions especially in the area of key Asian languages.","University of Technology, Sydney","Dr Ken Cruickshank; A/Prof Liam Morgan; Prof Janice E Wright; Dr Linda T Tsung; Dr Honglin Chen","languages education; language policy and planning, teacher education, language attitudes and use; languages assessment"
298328,2012,2012,"OH&S Survey of Shops for Ron Ward",,"University of Technology, Sydney","Dr Bruce D Moulton; Dr Ronald Ward; Ms Debra Johnson",
DE120103022,2011,2012,"Generalising a root-water uptake mechanism for successful land surface modelling","Australian savannas cover 25% of the continent and understanding the impact of climate change on them is a high priority topic of environmental research. Land surface models (LSMs) were used globally in the study of climate-vegetation interactions, but none incorporate root functioning correctly and consequently LSMs cannot represent savanna ecosystem function (carbon and water cycles) correctly. This project will develop and apply a root water uptake model for LSMs, filling the gap between advanced knowledge in root functioning and current LSMs. This will provide valuable applied tools for natural resources managers to account for the consequence of climate change on C uptake and catchment water balances.","University of Technology, Sydney","Dr Longhui Li; Dr Nerida A Cole","Root-water uptake;Root functioning;Land surface modelling"
APP1054011,2012,2013,"Enhanced and highly specific delivery of small interfering RNA and oligonucleotides as therapeutics for gene silencing",,"University of Technology, Sydney","Dr Seet Rui S Ting; Miss Meghna David",
13-UTS-2010-11,2010,2010,"Detection of banned substances in sports after urinary manipulation by oxidising chemicals",,"University of Technology, Sydney","Dr Shanlin Fu; A/Prof Michael  Dawson; Mr Daniel R Di Francesco; Ms Olivia Parker",
LP120200836,2011,2012,"Harnessing the genome of the Australian paralysis tick to develop effective control products - LP120200836",,"University of Technology, Sydney","Dr Ala E Lew; Dr Manuel Rodriguez-Valle; A/Prof Kevin W Broady; Dr Matthew Bellgard; Ms Dianne Vankan; Dr Richard B Atwell; Dr Heidi J Worsley",
0198441,2012,2012,"TMA - Accounting - BRISBANE",,"University of Technology, Sydney","Prof Peter A Wells; Mr Brian D Leis",
IN120100021,,2012,"Indigenous Persistence in Formal Learning - IN120100021",,"University of Technology, Sydney","Dr Gregory Martin; Prof Nicholas M Nakata; Dr Andrew Day",
LP100200198R2,2009,2010,"Optimising the residential and community aged care workforce: The evidence-based development of clinical leadership in middle managers in aged care","Strong, effective clinical leadership is critical in improving healthcare workface retention. Yet little evidence exists about the best ways to enable middle managers of aged care to develop clinical leadership skills, critical to the effective delivery of quality care. The study will conduct research essential to develop a clinical leadership qualities framework and a clinical leadership program for middle managers focused specifically on aged care.","University of Technology, Sydney","Dr Yun-Hee  Jeon; Dr Judy M Simpson; Prof Hal L Kendig; Prof Lynnette L Chenoweth","Quality of care, health safety, residential aged care, community aged care, aged care workforce, clinical leadership"
GNT1023352,2011,2012,"Does Continuity of Midwifery Care Increase Vaginal Birth After Caesarean (VBAC): A Randomised Controlled Trial","APP1023352     was granted approval to commence later","University of Technology, Sydney","Prof Caroline S Homer; Prof Maralyn Foureur; A/Prof Deborah L Davis; Prof Jon Adams; Dr Nerida A Cole",
LP0882797R1,2007,2010,"The Effectiveness of Forensic Science in the Criminal Justice System","Policing plays a major role in combating crime in the community, reassuring and assisting persons affected by crime so that they can continue, or return, to enjoying their lives. Forensic science is increasingly relied upon by law enforcement to solve crime, and by the judicial system to prosecute offenders. However, the value and impact of forensic science has yet to be established. Through a comprehensive examination of forensic science usage in the criminal justice system in Victoria and ACT, this research will develop an evidence-based best-practice model for using forensic science efficiently and effectively. This will benefit the Australian community through the achievement of better and more cost effective criminal justice outcomes.","University of Technology, Sydney","Prof Claude P Roux; A/Prof Roberta Julian; Dr Rob D White; Dr Hugh Sibly; Mr Alastair M Ross; Mr Peter Woodman; Mr Robert Hayes; Mr Terry Purton; Dr James Robertson; Ms Anne Davey; Prof Pierre Margot","Policing; Social research; Criminal Justice; Forensic Science; Intelligence"
AINSE,2009,2010,"Shape-memory alloy actuators for nanoscale opto-mechanical applications",,"University of Technology, Sydney","Prof Michael B Cortie; Mr Vijay K Bhatia; Miss Vi N Nguyen; Miss Priya Narula",
LE110100078,2010,2011,"Establishment of a comprehensive regional biophysical analysis facility.","Interaction between molecules are needed for cells to function correctly. There has been a great deal of interest in analysing how molecules interact over the last few years. This application is designed to provide pieces of equipment that will permit comprehensive molecular characterisation to be carried out at the participant institutions.","University of Technology, Sydney","Prof Elizabeth Harry; Prof Graham M Nicholson; Prof Ian G Charles; Prof Steven P Djordjevic","Protein-protein interactions, Protein-nucleic acid interactions, small molecule inbibitors"
"ID 6385",,2011,"Distributed Energy Costs and Opportunities for Victoria",,"University of Technology, Sydney","Mr Chris Dunstan; Ms Vicky Boutas",
298342,2012,2012,"ALA Fellowships - Round 12",,"University of Technology, Sydney","Ms Michele Rumsey; Ms Kate Billings",
FT110101044,2011,2011,"Supra-classical quantum simulation in physically restricted models of quantum computation","The resource savings potentially offered by Quantum Computation are driving remarkable advancements in theoretical and experimental physics, mathematics and computer science. These expectations are tempered by the lack of rigorous proof of the superiority of quantum computers and the considerable experimental challenges to be overcome. This project addresses these concerns through the development of quantum simulation algorithms that are supra-classical, given that the Polynomial Hierarchy has infinite extent. Furthermore, these algorithms can be performed by physically simple forms of quantum computers. This project poses the most significant challenge to the Extended Church-Turing Thesis since the advent of Shor's acclaimed algorithm.","University of Technology, Sydney","Dr Michael J Bremner; Dr Nerida A Cole","Quantum computation;Quantum computational complexity;Quantum algorithms"
DI100100292,2009,2011,"Political history of the New South Wales Aboriginal Land Rights Act, 1983","The story of the ALRA that established the land councils, made provisions for land recovery and enterprises and reshaped Aboriginal people's relationship with the state has not been told. The ALRA initiated a new policy era of self-determination through the three-tier ALC network, mechanism for land recovery and 15 year compensation fund to support the network and develop enterprises. Under very difficult circumstances, Aboriginal Land Councils have become significant land holders - 81367 hectares valued at over $2 billion and investment. The story of the ALRA is one of tenacious engagement with the state and one of tradition and change that has not been documented.","University of Technology, Sydney","Ms Heidi R Norman; Prof Gillian Cowlishaw; Prof John H Collins; Prof Heather Goodall; Miss Priya Narula","Aboriginal Land Rights, Aboriginal public policy, Aboriginal economic development, land management, NSW economy"
11/REG/1-11,,2011,"Three dimensional lymph node imaging: improving detection of sentinel nodes to reduce false negatives",,"University of Technology, Sydney","A/Prof Philip A Doble; Mr Peter G Meredith; Dr Alison B Beavis",
LE120100038,2011,2012,"Single Cell Genomics",,"University of Technology, Sydney","Prof Claire Wade; Prof Ian Paulsen; Prof Marc R Wilkins; Nicolle H. Packer; Prof Peter Waterhouse; Prof Rodney Scott; Ian W. Dawes; Prof Ricardo Cavicchioli; A/Prof Robert Drant Willows; A/Prof Cynthia B Whitchurch; Prof Ian G Charles; Prof Harold Stokes; Prof Michael Gillings; Dr Dayong Jin; Dr Neville Firth; Dr Nerida A Cole; Mr Patutai T Toki",
5183,2008,2009,"Unraveling foodweb relationships in the Northern Tasman Sea: A hotspot for climate change",,"University of Technology, Sydney","Dr Martina A Doblin",
0298251,2012,2012,"Barrie Toepfer Earthmoving & Land Management ats RTA of NSW (2012000091)",,"University of Technology, Sydney","Mr Richard M Wiltshire; Ms Debra Johnson; Mr Brent Hedges",
IN120100053,2011,2012,"Indigenous Women in Entrepreneurship in NSW",,"University of Technology, Sydney","Ms Sonya J Pearce; Prof John H Collins; Prof Mark D Morrison; Prof Dennis L Foley",
GNT568979,2008,2010,"Implementing Guidelines to Routinely Prevent Chronic Disease in General Practice - GNT568979",,"University of Technology, Sydney","Dr Elizabeth Denney-Wilson; Mark Harris; Nicholas Zwar; Dr John Litt; A/Prof Danielle Mazza; Mieke van Driel",
CG9-1000,,2009,"Double degrees: Research pathways, enabling cross-disciplinarity and enhancing international competitiveness",,"University of Technology, Sydney","Dr Bruce D Moulton; Ms Olivia Parker",
LP120200571,2011,2012,"Integrating Choice Set Formation and Taste Heterogeneity in Market Segmentation","This research 1) develops a method for identifying the decision rules consumers employ when screening products for purchase and 2) a choice model that incorporates these rules. The findings will provide insight into multi-stage decision processes, such as might be expected in difficult decisions like choice of an automobile, mobile phone, financial service, or vacation destination.The research defines a new method for market segmentation based on both choice set formation and preference heterogeneity, where as existing methods segment only on preference heterogeneity. The models can be used to design products for particular segments or design products across segments.","University of Technology, Sydney","Prof Joffre D Swait JR; Prof John Geweke; Dr Bart D Frischknecht; Mr Douglas Hunter; Ms Lee Williamson; Ms Natalie Chung","Choice modelling,choice set formation,market segmentation"
LP120100102,,2012,"Funding our future: perceptions of the value of financial planning advice",,"University of Technology, Sydney","Prof David M Michayluk; Dr Carolin Plewa; Prof Jillian C Sweeney; Dr Ralf Zurbruegg",
LP110200162,2010,2011,"Determination of the condition and strength capacity of in-service timber poles in energy networks","Timber utility poles form key infrastructure in Australian power distribution network with an estimated 1.75 billion dollars to be invested for their maintenance and replacement in the next 10 years. Lack of reliable Non-Destructive Evaluation (NDE) tools for evaluation of their condition and strength results in waste of valuable resources by replacing healthy serviceable poles and jeopardises safety and reliability of power distribution systems by overlooking faulty poles. This project aims to develop a novel wave-based cost-effective NDE tool for asset management of timber utility poles.","University of Technology, Sydney","A/Prof Jianchun Li; Prof Bijan Samali; Prof Keith I Crews; Ms Susan Parker","Timber EngineeringNon-Destructive EvaluationDamage DetectionStress Wave"
"ISSS 56875",2010,2010,"The Future of PacLII and Online Legal Publishing in the Pacific Islands.",,"University of Technology, Sydney","Prof Andrew S Mowbray; Ms Emma Lees",
DP120103758,2011,2012,"Artificial intelligence meets wireless sensor networks: filling the gaps between sensors using spatial reasoning",,"University of Technology, Sydney","A/Prof Sanjiang Li; A/Prof Jochen Renz; Dr Nerida A Cole; M Duckham",
LP0989839R1,2008,2009,"Governance Matters: Identifying and making sense of the antecedents to project-blowouts","Approximately 90% of projects fail. The proposal brings together leading researchers, private and public organizations from across a number of industries to provide a unique and comprehensive analysis of the array of governance structures and systems that impact on project blow-out. It will have both national and international significance because it will address the factors that increase the likelihood of project blow-outs. The outcomes will include a model for improving practice in the management of complex projects, as well as nationally and internationally recognized research outcomes in project excellence that advance academic, professional association and practitioner theory and practice.'',","University of Technology, Sydney","Mr Tyrone Stephan Pitsis; A/Prof Sivarama Sankaran; Prof Siggi  Gudergan; Prof Stewart R Clegg","project management, public private partnerships, project performance, governance,"
2864/2009,2009,2010,"Inhibition of endoplastic reticulum stress early in life to reverse metabolic disorders imposed by maternal obesity",,"University of Technology, Sydney","Dr Hui Chen; Ms Hui  Chen",
0298341,2012,2012,"EO - Testing of  herbal tonic for Matthews Follbigg Lawyers.",,"University of Technology, Sydney","Dr Harish K Patney; Mr Paul Ohm; Mr Craig A Archer",
298311,2012,2012,"Retainer (12 months) for testing of glass samples as required by Peter Lyons and Assoc.",,"University of Technology, Sydney","EM/Prof Geoffrey B Smith; Ms Debra Johnson; Dr Peter Lyons; Mr Angus R Gentle",
288136,,2011,"eGovPoliNet - Building a global multidisciplinary digital governance and policy modelling research and practice community",,"University of Technology, Sydney","Prof Igor T Hawryszkiewycz",
DP110105479,2010,2011,"Integrating remote sensing, landscape flux measurements, and phenology to understand the impacts of climate change on Australian landscapes","This project aims to combine satellite data with field tower measurements to more accurately map the water and carbon status of Australian landscapes. This will provide valuable information on land surface changes and improve model predictions of water balance, productivity, and health in response to climate change and land use impacts.","University of Technology, Sydney","Prof Alfredo Huete; Dr Yvonne Cheng","Remote sensing, evapotranspiration, carbon fluxes, Phenology, Ecosystems."
DP130102764,2012,2013,"Model-checking quantum Markov chains: towards verification techniques for quantum cryptographic systems - DP130102764","Human intuition is poorly adapted to the quantum world so design and implementation errors will occur in complex quantum cryptographic systems. This highly innovative project adapts model-checking, a dominant technique for verification of many industrial-strength systems, to the quantum setting by providing: different Markov models to describe quantum cryptographic protocols and quantum communication systems; formal logic to specify quantum system behaviours; algorithms and tools to automatically check properties of quantum systems. The breakthrough science employed will strengthen Australia's international standing in quantum computing research and provide frontier technology to industry and governments nationally and internationally.","University of Technology, Sydney","A/Prof Yuan Feng; Prof Mingsheng Ying; Prof Prakash Panangaden; Asst/Prof Lijun Zhang; Dr Nerida A Cole","Quantum Markov chains,Model checking quantum communication protocols,Quantum temporal logic"
298348,2012,2012,"Ongoing Certification Plywood Product Testing for Guararapes (G) and Sudati (S) [two separate contracts signed but one file created]",,"University of Technology, Sydney","Prof Keith I Crews; Mr Craig A Archer; Mr Wayne Davis",
LP120100659,2011,2012,"A Framework for Physical and Social Collaboration:                                                            Towards the Smarter Planet Vision","Increasingly intelligent and connected technologies are reshaping the nature of collaboration, business and work. These technologies will make possible entirely new forms of collaboration which will lead to significant opportunities for Australian government and industry. This project's objective is to develop and validate a new, pragmatic approach to the development of intelligent systems that can undertake collaborative action. Using formal logics and practical, hybrid models of collaboration, action and behaviour, the approach will allow smart buildings, smart homes and smart cities to share resources effectively and engage seamlessly with users.","University of Technology, Sydney","Prof Mary-Anne Williams; Prof Glenn Wightwick; Dr Benjamin G Johnston; Ms Cherry Y Siu; Mr Patutai T Toki","Knowledge Representation;Automated Reasoning;Logic-based Methods;Intelligent Agents"
UTSPGBRDG,2011,2011,"Relationship Building in Research with Aboriginal Organisations",,"University of Technology, Sydney","Dr Michelle DiGiacomo",
DP110100108,2010,2011,"Iron sources and cycling in the Tasman Sea","Determining factors that influence the health and vitality of coastal and open-ocean regions is crucial to maintaining marine biodiversity and the Earth's climate balance. This research project will determine the role iron plays in influencing phytoplankton growth, which ultimately regulates the drawdown of carbon dioxide by the oceans.","University of Technology, Sydney","Dr Christel S Hassler; Dr Michael Ellwood; Dr Stephen M Eggins; Prof Philip W Boyd; Dr Sylvia G Sander; Ms Adizatu Yunusa","ocean productivity, phytoplankton, chemical oceanography, biological oceanography, iron fertilisation, iron isotopes"
